ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"37.187.73.136","elite","AS16276","FR","OVH SAS","97","OVH SAS","56137","socks5","5209","1","2023-11-09T16:08:21.906Z","100","4749","4749"
"192.99.13.83","elite","AS16276","CA","OVH SAS","92","OVH Hosting, Inc.","45250","socks5","2490","2","2023-11-09T16:08:21.103Z","100","4716","4734"
"182.160.127.53","elite","AS24323","BD","Aamra Networks Limited","182","Aamra Networks Limited","48744","socks4","2112","2","2023-11-09T16:08:21.100Z","94","4498","4777"
"103.26.247.102","elite","AS58717","BD","Summit Communications Limited","206","N/A","56707","socks4","4913","79","2023-11-09T16:08:21.601Z","99","4596","4647"
"5.161.86.206","elite","AS213230","US","Hetzner Online GmbH","80","HETZNER-DC","1080","socks5","4201","1","2023-11-09T16:08:21.604Z","88","4068","4612"
"5.188.188.91","elite","AS202422","ES","G-Core Labs S.A.","28","G-Core Labs S.A","17317","socks4","3115","1","2023-11-09T16:08:21.695Z","98","4650","4732"
"161.97.156.209","elite","AS51167","DE","Contabo GmbH","26","Contabo GmbH","29118","socks5","5009","4","2023-11-09T16:08:21.901Z","100","4567","4567"
"178.162.202.44","elite","AS28753","DE","Leaseweb Deutschland GmbH","17","Leaseweb Deutschland GmbH","1610","socks4","4700","2","2023-11-09T16:08:21.512Z","100","4748","4750"
"143.95.103.43","elite","AS46606","US","Unified Layer","138","Athenix Inc","60088","socks4","4805","2","2023-11-09T16:08:21.303Z","93","4368","4680"
"103.117.108.89","elite","AS137935","BD","I Link Internet Service (I.T)","199","I Link Internet Service (I.T)","4153","socks4","1698","1","2023-11-09T16:08:21.204Z","98","4629","4709"
"159.138.54.27","elite","AS136907","HK","Huawei International Pte. Ltd.","339","N/A","24388","socks5","4795","2","2023-11-09T16:08:21.510Z","99","4661","4695"
"41.242.90.3","elite","AS37612","GN","1st RO","190","N/A","57520","socks4","1286","1","2023-11-09T16:08:21.908Z","98","4616","4713"
"117.241.135.30","elite","AS9829","IN","BSNL Internet","185","N/A","7777","socks4","5096","1","2023-11-09T16:08:15.997Z","97","4508","4659"
"185.140.102.218","elite","AS203272","PL","Netservice","300","N/A","5678","socks4","3998","1","2023-11-09T16:08:15.896Z","85","3951","4674"
"95.142.40.99","elite","AS210079","RU","EuroByte LLC","102","N/A","42140","socks4","1292","1","2023-11-09T16:07:18.006Z","99","4609","4668"
"91.209.114.78","elite","AS12301","HU","Invitech ICT Services Kft.","98","Techno-Tel Kft","5678","socks4","456","1","2023-11-09T16:07:16.795Z","98","4561","4670"
"188.169.84.30","elite","AS35805","GE","JSC \"Silknet\"","183","UTG MPLS DSL","5678","socks4","3591","88","2023-11-09T16:07:16.897Z","99","4581","4623"
"217.182.192.53","elite","AS16276","FR","OVH SAS","100","OVH","57799","socks5","5003","2","2023-11-09T16:07:16.899Z","100","4683","4683"
"61.7.138.71","elite","AS131090","TH","CAT Telecom Public Company Limited","163","National Telecom Public Company Limited","4145","socks4","4899","1","2023-11-09T16:07:12.104Z","87","4016","4597"
"47.242.116.48","elite","AS45102","HK","Alibaba.com LLC","303","Hong Kong","1080","socks4","4397","1","2023-11-09T16:07:11.710Z","95","4541","4766"
"80.191.169.66","elite","AS58224","IR","Information Technology Company","196","Azad University of Anar","4145","socks4","5097","1","2023-11-09T16:07:11.495Z","90","4234","4689"
"146.56.150.146","elite","AS31898","KR","Oracle Corporation","396","Oracle Cloud Infrastructure (ap-seoul-1)","32241","socks5","3697","4","2023-11-09T16:07:11.611Z","96","4523","4719"
"70.90.67.140","elite","AS33661","US","Comcast Cable Communications, LLC","121","Comcast Cable Communications, LLC","54321","socks4","4887","99","2023-11-09T16:07:11.616Z","98","4672","4755"
"47.240.226.173","elite","AS45102","HK","Alibaba.com LLC","692","ALICLOUD-HK","1080","socks5","3613","2","2023-11-09T16:07:05.607Z","97","4659","4787"
"103.40.122.194","elite","AS63508","ID","PT DINAMIKA MEDIAKOM","202","N/A","1080","socks4","4890","2","2023-11-09T16:07:04.506Z","97","4560","4688"
"103.66.233.185","elite","AS134014","IN","NET 4 U SERVICES","187","N/A","4145","socks4","4885","1","2023-11-09T16:07:04.500Z","98","4691","4769"
"110.78.151.213","elite","AS131090","TH","CAT-BB","210","N/A","4145","socks4","4802","1","2023-11-09T16:07:04.403Z","74","3443","4641"
"182.107.179.225","elite","AS4134","CN","Chinanet","229","Chinanet JX","30001","socks4","3189","1","2023-11-09T16:07:04.303Z","22","1002","4598"
"129.205.121.196","elite","AS37148","NG","Globacom Limited","123","Enterpise Phc2","5678","socks4","5296","16","2023-11-09T16:06:58.503Z","37","1693","4637"
"103.76.172.230","elite","AS9341","ID","ICONPLN","168","N/A","4153","socks4","3100","1","2023-11-09T16:06:57.402Z","47","2228","4731"
"200.10.73.211","elite","AS6147","PE","Telefonica del Peru S.A.A.","212","Telefonica del Peru S.A.A","5678","socks4","5104","2","2023-11-09T16:06:57.297Z","98","4581","4696"
"186.211.110.178","elite","AS53062","BR","Ggnet Telecom Backbone","263","Ggnet Telecom Backbone","32346","socks4","5192","1","2023-11-09T16:06:57.406Z","96","4558","4747"
"27.72.145.184","elite","AS7552","VN","Newass2011xDSLHN","352","N/A","5678","socks4","3403","1","2023-11-09T16:06:57.396Z","99","4689","4721"
"114.95.154.27","elite","AS4812","CN","China Telecom (Group)","237","Chinanet SH","23456","socks5","4909","2","2023-11-09T16:06:57.304Z","49","2290","4720"
"178.72.192.37","elite","AS41046","CZ","Nej.cz s.r.o.","97","Nejcz Internethome","5678","socks4","4102","1","2023-11-09T16:06:51.100Z","98","4571","4674"
"38.127.172.18","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks5","2299","191","2023-11-09T16:06:50.700Z","100","4602","4612"
"201.33.161.234","elite","AS53181","BR","K2 Telecom e Multimidia LTDA ME","205","K2 Telecom e Multimidia LTDA ME","4153","socks4","6192","2","2023-11-09T16:06:48.999Z","78","3614","4647"
"185.184.197.101","elite","AS21277","IQ","Allay Nawroz Telecom Company for Communication/Ltd.","79","Tarin General Trading and Setting Up Internet Device LTD","5678","socks4","3887","1","2023-11-09T16:06:44.406Z","98","4691","4767"
"38.127.172.23","elite","AS174","US","Cogent Communications","80","Torlandia Trading SRL","11537","socks4","4494","58","2023-11-09T16:06:44.496Z","100","4609","4616"
"46.231.72.35","elite","AS34093","CZ","NWT","32","N/A","5678","socks4","4501","1","2023-11-09T16:06:42.199Z","97","4586","4719"
"103.47.93.196","elite","AS134058","IN","Broban Internet Services Pvt.ltd","144","Broban  PVT Ltd.","1080","socks4","3698","2","2023-11-09T16:06:42.414Z","99","4751","4786"
"103.59.203.161","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","130","NET 4 U Services PVT LTD","4145","socks4","4899","1","2023-11-09T16:06:36.102Z","99","4664","4700"
"159.192.253.92","elite","AS131090","TH","CAT-BB","293","N/A","4145","socks4","2410","80","2023-11-09T16:06:36.099Z","77","3554","4621"
"109.234.39.199","elite","AS207651","NL","Hosting technology LTD","14","Hosting technology LTD","26115","socks5","4591","1","2023-11-09T16:06:31.106Z","93","4381","4705"
"101.43.191.233","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","199","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","5010","2","2023-11-09T16:06:31.109Z","83","3875","4655"
"181.66.37.134","elite","AS6147","PE","Telefonica del Peru S.A.A.","198","Telefonica del Peru S.A.A","4153","socks4","5000","1","2023-11-09T16:06:30.194Z","66","3055","4616"
"2.137.22.252","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","90","N/A","4153","socks4","3182","2","2023-11-09T16:06:30.095Z","98","4669","4755"
"190.145.132.250","elite","AS14080","CO","Telmex Colombia S.A.","284","Telmex Colombia S.A.","4145","socks4","3506","98","2023-11-09T16:06:26.001Z","99","4624","4661"
"180.121.174.94","elite","AS4134","CN","Chinanet","192","Chinanet JS","1080","socks5","4800","2","2023-11-09T16:06:24.709Z","64","2985","4633"
"59.7.165.226","elite","AS4766","KR","Korea Telecom","274","Kornet","4145","socks4","3112","2","2023-11-09T16:06:24.706Z","100","4742","4748"
"45.196.144.152","elite","AS7018","US","AT&T Services, Inc.","93","AQUA Networks Limited","5432","socks4","4207","1","2023-11-09T16:06:24.700Z","99","4618","4685"
"118.99.73.213","elite","AS17451","ID","BIZNET","284","N/A","61221","socks4","4900","1","2023-11-09T16:06:24.696Z","96","4504","4700"
"116.197.132.59","elite","AS58369","ID","PT. Fiber Networks Indonesia","188","FIBERNET","8291","socks4","4917","1","2023-11-09T16:06:20.400Z","38","1792","4743"
"135.181.214.163","elite","AS24940","FI","Hetzner Online GmbH","38","Hetzner","57648","socks4","897","1","2023-11-09T16:06:20.497Z","100","4597","4598"
"104.129.192.34","elite","AS22616","US","ZSCALER, INC.","151","Zscaler, Inc.","8800","socks4","5010","1","2023-11-09T16:06:19.907Z","98","4645","4727"
"138.36.150.13","elite","AS263729","AR","Pedraza Luis Eduardo","278","Pedraza Luis Eduardo","1080","socks4","99","1","2023-11-09T16:06:19.705Z","99","4702","4744"
"185.66.59.4","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","193","Svint","42647","socks4","4602","2","2023-11-09T16:06:19.900Z","99","4668","4693"
"69.63.73.234","elite","AS19711","SZ","Swaziland Posts & Telecommunications Corp.","325","Eswatini PTC - corporate","5678","socks4","4497","1","2023-11-09T16:06:19.612Z","98","4648","4721"
"31.146.161.194","elite","AS35805","GE","JSC \"Silknet\"","108","Silknet Gpon","5678","socks4","2314","2","2023-11-09T16:06:19.904Z","96","4478","4677"
"119.18.157.197","elite","AS55685","ID","PT. Jala Lintas Media","201","N/A","4145","socks4","4598","1","2023-11-09T16:06:15.599Z","99","4731","4782"
"177.104.16.118","elite","AS262624","BR","Inetsafe Comercio De Equipamentos Eletronicos Ltda","202","Inetsafe Comercio De Equipamentos Eletronicos Ltda","14880","socks4","3214","1","2023-11-09T16:06:14.300Z","82","3811","4622"
"103.76.210.85","elite","AS24186","IN","Lightwave Technologies Pvt Ltd","188","Light Wave Technologies PVT LTD","5678","socks5","5092","1","2023-11-09T16:06:14.103Z","92","4328","4720"
"95.140.124.161","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd, Gandijeva 76a","100","Orion Telekom Network","1080","socks4","700","1","2023-11-09T16:06:13.900Z","100","4716","4720"
"104.19.120.84","elite","AS13335","CA","Cloudflare, Inc.","90","Cloudflare, Inc.","80","socks5","4317","94","2023-11-09T16:06:13.999Z","100","4742","4743"
"103.212.93.201","elite","AS138312","IN","Best Telnet Services Private Limited","132","Best telnet services private limited","45639","socks4","5008","86","2023-11-09T16:06:09.795Z","99","4709","4736"
"110.78.186.220","elite","AS131090","TH","CAT-BB","292","N/A","4145","socks4","5089","2","2023-11-09T16:06:08.904Z","65","2978","4578"
"46.4.73.88","elite","AS24940","DE","Hetzner Online GmbH","29","Hetzner","80","socks5","5010","2","2023-11-09T16:06:08.800Z","74","3452","4688"
"165.225.110.77","elite","AS53813","JP","ZSCALER, INC.","241","Zscaler, Inc.","10605","socks4","5186","3","2023-11-09T16:06:02.403Z","95","4390","4627"
"182.120.161.228","elite","AS4837","CN","China Unicom Henan Province Network","201","N/A","8080","socks4","784","1","2023-11-09T16:06:02.504Z","70","3294","4708"
"181.174.130.165","elite","AS52308","AR","Aguas Del Colorado Sapem","306","Cooperativa de Obras y Servicios Publicos de Macachin Limitada","5678","socks4","4702","80","2023-11-09T16:06:02.297Z","99","4624","4674"
"101.51.121.203","elite","AS23969","TH","TOT Public Company Limited","164","TOT Public Company Limited","4153","socks4","3901","2","2023-11-09T16:06:02.217Z","86","4092","4742"
"171.249.151.127","elite","AS7552","VN","Viettel Corporation","485","VIETEL","5678","socks4","1508","2","2023-11-09T16:06:02.220Z","58","2707","4668"
"67.207.75.252","elite","AS14061","DE","DigitalOcean, LLC","26","DigitalOcean, LLC","58927","socks5","4385","1","2023-11-09T16:05:58.002Z","100","4682","4682"
"192.12.113.226","elite","AS61942","BR","Turbonet Telecom Ltda","198","Turbonet Telecom Ltda","4145","socks4","235","1","2023-11-09T16:05:57.997Z","82","3893","4733"
"162.12.217.9","elite","AS204902","FR","Weelax","187","XIWO","3629","socks4","4586","1","2023-11-09T16:05:56.497Z","99","4635","4699"
"103.79.96.218","elite","AS64308","ID","PT IndoDev Niaga Internet","218","PT IndoDev Niaga Internet","4153","socks4","1908","83","2023-11-09T16:05:56.298Z","100","4612","4625"
"103.47.93.25","elite","AS134058","IN","Broban Internet Services Pvt.ltd","193","Broban  PVT Ltd.","1080","socks4","4906","2","2023-11-09T16:05:56.308Z","99","4657","4697"
"202.159.35.177","elite","AS9340","ID","PT IndoInternet","175","N/A","443","socks4","3996","1","2023-11-09T16:05:51.412Z","99","4701","4728"
"38.127.172.28","elite","AS174","US","Cogent Communications","84","Torlandia Trading SRL","11537","socks4","5497","1","2023-11-09T16:05:51.502Z","100","4704","4711"
"104.131.94.90","elite","AS14061","US","DigitalOcean, LLC","93","Digital Ocean","51346","socks5","4500","79","2023-11-09T16:05:51.499Z","100","4552","4564"
"103.88.135.76","elite","AS134942","IN","Ashok Secure Broadband Network Pvt Ltd","157","Ashok Secure Broadband Network Pvt Ltd","5678","socks4","5102","1","2023-11-09T16:05:50.112Z","99","4697","4768"
"103.105.40.129","elite","AS137143","IN","Minnal Digital Network Private Limited","164","Minnal Digital Network Private Limited","4145","socks4","4608","1","2023-11-09T16:05:50.110Z","100","4664","4681"
"89.237.35.129","elite","AS20485","RU","multi-origin SUTTK","101","N/A","51549","socks4","4414","1","2023-11-09T16:05:50.203Z","99","4579","4616"
"62.109.31.192","elite","AS29182","RU","Cjsc the First","46","TheFirst","20000","socks5","35","2","2023-11-09T16:05:50.101Z","100","40","40"
"89.19.177.197","elite","AS15582","RU","OJSC Comcor","58","JSC AKADO-Stolitsa","1080","socks5","4893","2","2023-11-09T16:05:45.096Z","92","4248","4633"
"186.188.43.25","elite","AS21826","VE","Corporación Telemic C.A.","145","Corporación Telemic C.A","5678","socks5","4704","1","2023-11-09T16:05:43.602Z","94","4379","4652"
"192.99.35.177","elite","AS16276","CA","OVH SAS","96","OVH Hosting, Inc.","36077","socks4","4598","1","2023-11-09T16:05:38.095Z","46","2123","4606"
"121.62.60.205","elite","AS148981","CN","China Telecom","216","Chinanet HB","20170","socks5","4809","1","2023-11-09T16:05:38.107Z","67","3123","4678"
"103.135.225.202","elite","AS138871","ID","SUPERCORRIDOR","171","N/A","4153","socks5","1134","1","2023-11-09T16:05:38.104Z","75","3461","4621"
"43.153.171.204","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","233","Tencent Cloud Computing","443","socks4","5186","22","2023-11-09T16:05:37.000Z","94","4453","4727"
"170.80.91.13","elite","AS264820","CR","Corebases S.A","216","Corebases S.A","4145","socks4","509","1","2023-11-09T16:05:37.013Z","100","4721","4737"
"31.43.179.160","elite","AS209242","KZ","Cloudflare London, LLC","14","\"Betting company PM Bet\" LLC","80","socks4","4703","1","2023-11-09T16:05:36.895Z","100","4625","4625"
"185.118.129.44","elite","AS12952","IQ","Knowledge Path Information Technology ISP","92","N/A","8080","socks4","4006","1","2023-11-09T16:05:31.504Z","56","2627","4682"
"5.189.140.102","elite","AS51167","DE","Contabo GmbH","48","Contabo GmbH","7497","socks5","4508","1","2023-11-09T16:05:31.598Z","99","4596","4626"
"202.29.237.187","elite","AS4621","TH","Office of Info.Tech. Admin. for Educational Development","207","Office of Info.Tech. Admin. Educational Development","7497","socks5","4789","2","2023-11-09T16:05:31.501Z","96","4540","4739"
"218.1.200.202","elite","AS4812","CN","China Telecom","292","N/A","57114","socks5","2105","2","2023-11-09T16:05:30.406Z","48","2214","4648"
"200.170.206.154","elite","AS11432","BR","Telium Telecomunicações Ltda","278","Telium Telecomunicações Ltda","1080","socks4","2399","2","2023-11-09T16:05:30.404Z","84","3963","4719"
"178.184.12.244","elite","AS12389","RU","OJSC \"Sibirtelecom\"","139","OJSC Sibirtelecom","8081","socks4","4894","2","2023-11-09T16:05:30.212Z","78","3614","4659"
"177.53.169.178","elite","AS262474","BR","Alterna Telecomunicacoes E Conectividade Ltda EPP","201","Alterna Telecomunicacoes E Conectividade Ltda EPP","4153","socks4","4993","1","2023-11-09T16:05:30.398Z","99","4696","4723"
"109.73.189.7","elite","AS49924","IT","ECROM-MAIN","85","N/A","5678","socks4","4713","1","2023-11-09T16:05:25.198Z","85","3961","4649"
"149.20.253.108","elite","AS18615","US","Mainstream Fiber Networks, LLC","110","Mainstream Fiber Networks, LLC","12551","socks4","2385","1","2023-11-09T16:05:25.195Z","100","4700","4711"
"103.228.246.129","elite","AS59282","ID","PT Giga Patra Multimedia","197","GPM","5678","socks4","118","1","2023-11-09T16:05:25.098Z","97","4598","4730"
"80.191.169.76","elite","AS58224","IR","Information Technology Company","300","Azad University of Anar","4145","socks4","2211","1","2023-11-09T16:05:24.399Z","90","4292","4749"
"41.60.233.182","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","208","Liquid Telecommunications Operations Limited","5678","socks4","5217","79","2023-11-09T16:05:24.407Z","87","4126","4745"
"186.1.7.13","elite","AS18840","NI","Equipos Y Sistemas S.A.","153","Equipos Y Sistemas S.A","4153","socks4","607","4","2023-11-09T16:05:19.999Z","98","4568","4670"
"125.25.33.221","elite","AS23969","TH","TOT Public Company Limited","194","TOT Public Company Limited","23969","socks5","4801","1","2023-11-09T16:05:18.999Z","92","4286","4659"
"190.14.229.242","elite","AS27951","CO","Media Commerce Partners S.A","141","Diversiones Del Oriente","5678","socks4","5006","2","2023-11-09T16:05:14.203Z","99","4704","4751"
"46.227.37.21","elite","AS51155","PL","Telemedian - TB Telecom","39","Telemedian","1088","socks4","263","2","2023-11-09T16:05:14.300Z","100","4723","4734"
"103.89.62.69","elite","AS58972","IN","Bhomika Network PVT LTD","191","Bhomika Network Pvt Ltd","4153","socks4","3011","4","2023-11-09T16:05:10.309Z","99","4661","4697"
"110.78.164.234","elite","AS131090","TH","CAT-BB","197","N/A","4153","socks4","4699","2","2023-11-09T16:05:10.311Z","27","1277","4744"
"173.245.49.27","elite","AS13335","FR","Cloudflare, Inc.","6","Cloudflare, Inc.","80","socks4","2510","1","2023-11-09T16:05:10.298Z","100","4664","4664"
"104.24.136.68","elite","AS13335","CA","Cloudflare, Inc.","13","Cloudflare, Inc.","80","socks5","4300","4","2023-11-09T16:05:10.111Z","100","4561","4561"
"58.240.192.158","elite","AS4837","CN","CNC Group Jiangsu province network","277","N/A","4145","socks4","349","92","2023-11-09T16:05:04.299Z","88","4075","4640"
"95.42.55.92","elite","AS8866","BG","BTC-BROADBAND","61","BTC Plc","4145","socks4","5094","1","2023-11-09T16:05:04.405Z","92","4302","4651"
"171.5.13.78","elite","AS45629","TH","Triple T Broadband Public Company Limited","177","Triple T Broadband Public Company Limited","4145","socks4","5004","90","2023-11-09T16:05:04.929Z","99","4562","4593"
"31.44.82.182","elite","AS29226","RU","JSC Mastertel","90","Mastertel","5678","socks4","2286","1","2023-11-09T16:05:04.400Z","100","4714","4722"
"169.255.139.5","elite","AS36892","SS","IPTEC South Sudan","196","Iptec LTD","60279","socks4","4717","2","2023-11-09T16:04:57.699Z","96","4474","4658"
"2.138.19.228","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","24","N/A","3128","socks4","5003","2","2023-11-09T16:04:57.695Z","99","4680","4725"
"103.59.190.209","elite","AS58678","IN","Flash Broadband Pvt Ltd","309","Flash Broadband Pvt Ltd","56252","socks4","3394","95","2023-11-09T16:04:57.999Z","100","4703","4726"
"182.253.175.177","elite","AS17451","ID","Biznet Metronet","185","N/A","5678","socks4","2399","1","2023-11-09T16:04:52.311Z","92","4237","4624"
"91.226.240.58","elite","AS203877","RS","Astra Telekom DOO Beograd","101","Astra Telekom DOO Beograd","6666","socks4","2996","1","2023-11-09T16:04:52.396Z","94","4360","4645"
"208.113.155.176","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","12886","socks4","4797","1","2023-11-09T16:04:51.098Z","100","4671","4680"
"45.196.144.159","elite","AS7018","US","AT&T Services, Inc.","99","AQUA Networks Limited","5432","socks4","4706","1","2023-11-09T16:04:51.402Z","98","4544","4615"
"100.2.109.83","elite","AS701","US","Verizon Business","101","Verizon Online LLC","8080","socks5","164","3","2023-11-09T16:04:51.000Z","100","4647","4660"
"43.152.192.217","elite","AS132203","IN","Shenzhen Tencent Computer Systems Company Limited","131","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4998","1","2023-11-09T16:04:46.599Z","99","4583","4623"
"103.79.96.177","elite","AS64308","ID","PT IndoDev Niaga Internet","168","PT IndoDev Niaga Internet","4153","socks4","4699","1","2023-11-09T16:04:45.898Z","100","4698","4711"
"91.185.236.24","elite","AS21487","RU","Sakhatelecom","168","N/A","21487","socks4","2942","1","2023-11-09T16:04:41.298Z","96","4534","4724"
"203.150.136.34","elite","AS45752","TH","Internet Thailand Company Ltd","293","INEXT Broadband Company Limited","3629","socks4","5094","1","2023-11-09T16:04:41.311Z","98","4632","4720"
"93.171.224.51","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","78","PE TV and Radio Company Kentavr-TV","4153","socks4","893","76","2023-11-09T16:04:39.696Z","100","4691","4712"
"114.235.28.76","elite","AS4134","CN","Chinanet","197","Chinanet JS","2829","socks4","4808","2","2023-11-09T16:04:39.613Z","46","2140","4679"
"118.174.219.163","elite","AS23969","TH","TOT Public Company Limited","158","TOT Public Company Limited","4153","socks4","5097","2","2023-11-09T16:04:39.704Z","61","2846","4639"
"104.168.87.16","elite","AS36352","US","ColoCrossing","205","RackNerd LLC","1080","socks4","4989","1","2023-11-09T16:04:33.596Z","92","4341","4730"
"188.112.39.231","elite","AS42739","PL","Hawe Telekom S.A. in Restructuring","33","Hawe","5678","socks4","5197","1","2023-11-09T16:04:33.896Z","99","4692","4730"
"36.67.14.193","elite","AS7713","ID","PT. Telekomunikasi Indonesia","193","N/A","5678","socks4","171","1","2023-11-09T16:04:33.605Z","99","4597","4659"
"103.19.129.137","elite","AS132566","IN","Skynet Internet Broadband Pvt. Ltd","191","N/A","83","socks4","4000","1","2023-11-09T16:04:33.899Z","99","4645","4705"
"80.210.58.174","elite","AS58224","IR","TIC","109","Telecommunication Company of Tehran","5678","socks5","340","80","2023-11-09T16:04:33.602Z","74","3461","4657"
"45.226.2.1","elite","AS266987","BR","Web - Link Telecomunicações e Engenharia","383","Web - Link Telecomunicações e Engenharia","4153","socks4","3497","1","2023-11-09T16:04:33.610Z","100","4707","4724"
"186.126.2.191","elite","AS7303","AR","Telecom Argentina S.A.","968","Telecom Personal Bs","1080","socks4","4309","1","2023-11-09T16:04:33.508Z","40","1896","4688"
"119.235.19.142","elite","AS24532","ID","PT Inet Global Indo","163","N/A","5678","socks4","5000","6","2023-11-09T16:04:24.597Z","99","4701","4727"
"138.255.227.5","elite","AS263989","BR","Gigarede Tecnologia DA Informacao Ltda - ME","500","Gigarede Tecnologia DA Informacao Ltda - ME","296","socks5","4904","2","2023-11-09T16:04:24.601Z","98","4609","4687"
"104.16.106.234","elite","AS13335","CA","Cloudflare, Inc.","91","Cloudflare, Inc.","80","socks4","4890","87","2023-11-09T16:04:23.710Z","100","4767","4768"
"112.250.106.50","elite","AS4837","CN","China Unicom CHINA169 Shandong Province Network","196","N/A","7302","socks5","4988","1","2023-11-09T16:04:23.798Z","87","4137","4741"
"104.16.108.234","elite","AS13335","CA","Cloudflare, Inc.","20","Cloudflare, Inc.","80","socks4","5006","2","2023-11-09T16:04:23.795Z","100","4722","4723"
"104.24.206.207","elite","AS13335","CA","Cloudflare, Inc.","108","Cloudflare, Inc.","13335","socks4","719","1","2023-11-09T16:04:23.696Z","100","4596","4596"
"43.153.175.43","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","292","Tencent Cloud Computing","443","socks5","4803","1","2023-11-09T16:04:19.197Z","96","4484","4669"
"5.189.133.192","elite","AS51167","DE","Contabo GmbH","22","Contabo GmbH","50893","socks5","340","1","2023-11-09T16:04:16.303Z","100","4676","4679"
"202.162.214.250","elite","AS9341","ID","PT Indonesia Comnets Plus","200","N/A","3128","socks4","790","2","2023-11-09T16:04:16.000Z","98","4650","4742"
"103.47.93.227","elite","AS134058","IN","Broban Internet Services Pvt.ltd","207","Broban  PVT Ltd.","1080","socks5","613","1","2023-11-09T16:04:15.904Z","99","4725","4765"
"174.75.211.221","elite","AS22773","US","Cox Communications Inc.","306","Cox Communications","4145","socks4","2104","85","2023-11-09T16:04:15.808Z","34","1570","4668"
"128.199.142.101","elite","AS14061","SG","DigitalOcean, LLC","163","DigitalOcean, LLC","14061","socks5","311","1","2023-11-09T16:04:15.796Z","100","4658","4661"
"45.196.150.155","elite","AS7018","US","AT&T Services, Inc.","174","AQUA Networks Limited","5432","socks5","4794","76","2023-11-09T16:04:08.698Z","98","4660","4742"
"103.134.180.97","elite","AS135758","IN","Rds It Solutions","172","Rds It Solutions","4153","socks4","5200","1","2023-11-09T16:04:08.703Z","99","4590","4626"
"202.6.224.52","elite","AS23756","ID","Padi Internet","285","N/A","1080","socks4","2916","1","2023-11-09T16:04:08.595Z","100","4742","4754"
"161.35.125.167","elite","AS14061","US","DigitalOcean, LLC","83","DigitalOcean, LLC","7497","socks5","4808","93","2023-11-09T16:04:08.603Z","100","4767","4790"
"222.129.32.173","elite","AS4808","CN","China Unicom Beijing Province Network","176","N/A","57114","socks4","4905","87","2023-11-09T16:04:04.598Z","75","3491","4632"
"185.25.119.57","elite","AS200000","UA","Hosting Ukraine LTD","44","new Hosting","7497","socks5","4908","9","2023-11-09T16:04:04.601Z","100","4656","4659"
"103.94.133.93","elite","AS136128","ID","PT CITRA AKSES INDONUSA","172","PT CITRA AKSES INDONUSA","4153","socks4","5006","2","2023-11-09T16:04:03.798Z","98","4587","4657"
"200.97.76.186","elite","AS7738","BR","V tal","209","V tal","8080","socks5","4700","2","2023-11-09T16:04:03.899Z","97","4541","4699"
"89.218.152.146","elite","AS9198","KZ","JSC Kazakhtelecom","104","Tookorkem","1080","socks4","696","1","2023-11-09T16:04:03.698Z","74","3490","4693"
"113.160.247.189","elite","AS45899","VN","VietNam Post and Telecom Corporation","195","Vietnam Posts and Telecommunications Group","4145","socks4","4810","2","2023-11-09T16:04:03.795Z","98","4582","4657"
